File ID,Expected Output,File,Dataset,Extracted Text,score,comments
Order_recFcl9ugKRfGg248,"{
  ""buyer"": {
    ""buyer_company_name"": ""Möller Industrial Tools GmbH"",
    ""buyer_person_name"": ""Lennart Weiss"",
    ""buyer_email_address"": ""lweiss@moeller-tools.de""
  },
  ""order"": {
    ""order_number"": ""202482519"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Werkstr. 19"",
      ""delivery_address_city"": ""Ludwigshafen"",
      ""delivery_address_postal_code"": ""67059""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""P45233786"",
    ""product_quantity"": 100
  }
}
",Order_recFcl9ugKRfGg248.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/Y0OITlnxMkhncb2pkZpdAw/vH1tjm70Zp5exynm8aP_SSzo-OIamY0-i0CwXliUUSRc_KUdZzhXMJJyAU1PQ14YXtWLVDvlXGm05uzY75U588P8JH6Huka8oAVCxMDfeloOjDqkR0KTnq__lL7k7Ka8dHALQ0wTd2DyznwcLr8pWyMx8yq898ftNb33GO46RZnBDYl0667wBNhdXFFkVbTO/Z6JAYoLuyfTdFpaRqz5CtrDDYEGu-pfYEAOIiW6zH8k),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""Moller Industrial Tools GmbH"",
    ""buyer_person_name"": ""Lennart Weiss"",
    ""buyer_email_address"": ""lweiss@moeller-tools.de""
  },
  ""order"": {
    ""order_number"": ""202482519"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Alganiyan Strasse 13"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47186""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""2250302"",
    ""product_quantity"": 100
  }
}
",64,
Order_recxPHw8fuEpSKZF3,"{
  ""buyer"": {
    ""buyer_company_name"": ""Weber Tools GmbH"",
    ""buyer_person_name"": ""Nico Hartmann"",
    ""buyer_email_address"": ""nhartmann@weber-tools.com""
  },
  ""order"": {
    ""order_number"": ""143632"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Bergstraße 42"",
      ""delivery_address_city"": ""Darmstadt"",
      ""delivery_address_postal_code"": ""64293""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""G9723491"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""F9089204"",
      ""product_quantity"": 2
    }
  ]
}
",Order_recxPHw8fuEpSKZF3.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/tuwxDJAHuuP3j-AGAJYb3w/tL7pwf3kpwTk5r65fnM0GO9GU84b_52i4oz2zAhrCO2mCHEXcd9Y2OBH9kwzcZNcCf-6VPhidCYs08X1APwoYqND-vC_bvYoooZUm5gULZKrQyzRX0vyhMMKYBOMA9Ld3viljDcr9hYgcgoibJ2GXz4J7OpFXHt_Mx16G07a1hUOvvi8BbxPwdXNkv7GTLk-/PZ_l_wx_-W22yfes77Q6oX2qZgNn3sKNLZjPdRd55Hk),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""OttA GmbH"",
    ""buyer_person_name"": ""Nico Hartmann"",
    ""buyer_email_address"": ""info@otta.de""
  },
  ""order"": {
    ""order_number"": ""143632"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""BergstraBe 42"",
      ""delivery_address_city"": ""Darmstadt"",
      ""delivery_address_postal_code"": ""64293""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""935720000"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""935720000"",
      ""product_quantity"": 2
    }
  ]
}
",77,
Order_reckRSXiM6fmEBMmT,"{
  ""buyer"": {
    ""buyer_company_name"": ""Schneider Metallbau GmbH"",
    ""buyer_person_name"": ""David Lehmann"",
    ""buyer_email_address"": ""produktion@schneider-metall.de""
  },
  ""order"": {
    ""order_number"": ""24-3213-01"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Hafenstraße 78"",
      ""delivery_address_city"": ""Hamburg"",
      ""delivery_address_postal_code"": ""20457""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""P8420610"",
      ""product_quantity"": 5
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""P8420501"",
      ""product_quantity"": 2
    }
  ]
}
",Order_reckRSXiM6fmEBMmT.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/ny7OGPFUKRp58iSNDf2-lQ/HkM6CZ96pj2YQeZQMEvDcSb8JPpWxh0fr2JwlNteWlD38Y9hs3J-5QLlGkyM6v2q25NlVRIZuvlaxZo2lOxhmC4jgL1RPUFKxPsLJiVch2shH4_Hb61LLilrL2P0MBGSVYwtlcw861ZMxo8DD6FW4BbJcAszIsGGLlmUD9q4dapvlf8qczgGt9g9mmnQ1waE/4U9oaxYhVBxvxOlaW0YQ0Taqp4-gxmOaAi8WILlZJqI),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""OttA GmbH"",
    ""buyer_person_name"": ""Frau Andrea Oschlies"",
    ""buyer_email_address"": ""produktion@schneider-metall.de""
  },
  ""order"": {
    ""order_number"": ""24-3213-01"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Jamiya Strasse 10"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47186""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""P8420610"",
      ""product_quantity"": 16
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""P8420501"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 3,
      ""product_article_code"": """",
      ""product_quantity"": 1
    }
  ]
}
",74,
Order_rec3SOqB1o5gh6ZHB,"{
  ""buyer"": {
    ""buyer_company_name"": ""ZMT Precision GmbH"",
    ""buyer_person_name"": ""Fabian Reuter"",
    ""buyer_email_address"": ""freuter@zmtprecision.de""
  },
  ""order"": {
    ""order_number"": ""67078"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriestraße 12"",
      ""delivery_address_city"": ""Düsseldorf"",
      ""delivery_address_postal_code"": ""40231""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""W50410008"",
      ""product_quantity"": 20
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""H8616501"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 3,
      ""product_article_code"": ""P8321501"",
      ""product_quantity"": 1
    }
  ]
}
",Order_rec3SOqB1o5gh6ZHB.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/hqoS9wojlZV5_GAy2BYhqA/okB8QWLN6qhGEkMfvtMRFHNoaCjLaYZvciCd6MK0KCMQMkqc0hREkfb5EWku_z__cwrvrrlO3Br1IL2QoNd1Uyj9dPZSqEQJeUAiWQUbcgKslwGwzxmZuTiDaV9Nc1z88OKV9jfQO5-g39VOWOHDQeLyRqBIt_VHmHTzkBRHFZseW9Tw388T6Y4ezVoGiGrc/CYkYRv8O5Y5o4dmCBt518CQK9jcUEXIUozU6NLlBi1E),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""ZMT Precision GmbH"",
    ""buyer_person_name"": ""Fabian Reuter"",
    ""buyer_email_address"": ""freuter@zmtprecision.de""
  },
  ""order"": {
    ""order_number"": ""67078"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Heimer Strasse 11"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47186""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""W50410008"",
      ""product_quantity"": 20
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""H8616501"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 3,
      ""product_article_code"": ""P8321501"",
      ""product_quantity"": 1
    }
  ]
}
",96,Success: High similarity score
Order_rec12Fz5wemRIsfAJ,"{
  ""buyer"": {
    ""buyer_company_name"": ""BauerTech GmbH"",
    ""buyer_person_name"": ""Sophie Lehmann"",
    ""buyer_email_address"": ""slehmann@bauertech.de""
  },
  ""order"": {
    ""order_number"": ""4500741345"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriestrasse 5"",
      ""delivery_address_city"": ""Reutlingen"",
      ""delivery_address_postal_code"": ""72760""
    }
  },
  ""products"": [
    {
      ""product_position"": 10,
      ""product_article_code"": ""U0400180"",
      ""product_quantity"": 8
    }
  ]
}
",Order_rec12Fz5wemRIsfAJ.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/hX-nEmfv9y7EVFDzhG2VWg/yqA_r10bP7-V6hlKaElgBEhxHbOL7QoAeVdBSWPgxsG-kSX2Arz7DZEBa_0kIZdxR267dDWbobcr-7SsFywXtAs1X__J2tV7VWHKmC5XYRACSzii1gOpGepeshVkIz91IYqaniqp-BhiAIJb5ju9YlURqOXZ75hc-8lvfr2O8zmmRfmET_ouxIXZk7SAbCxq/8o5FDf9NhJ4h7poLX12J85mOAuBOJbb89hTtKIvCQXk),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""BauerTech GmbH"",
    ""buyer_person_name"": ""Sophie Lehmann"",
    ""buyer_email_address"": ""slehmann@bauertech.de""
  },
  ""order"": {
    ""order_number"": ""4500741345"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriestrasse 5"",
      ""delivery_address_city"": ""Reutlingen"",
      ""delivery_address_postal_code"": ""72760""
    }
  },
  ""products"": [
    {
      ""product_position"": 10,
      ""product_article_code"": ""U0400180"",
      ""product_quantity"": 8
    }
  ]
}
",100,Success: High similarity score
Order_recJHwr39KljOIkQY,"{
  ""buyer"": {
    ""buyer_company_name"": ""Steinbach Precision GmbH & Co. KG"",
    ""buyer_person_name"": ""Lukas Mertens"",
    ""buyer_email_address"": ""einkauf@steinbach-precision.de""
  },
  ""order"": {
    ""order_number"": ""241494"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriepark 45"",
      ""delivery_address_city"": ""Bad Hersfeld"",
      ""delivery_address_postal_code"": ""36251""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""15630610"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""7550391"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 3,
      ""product_article_code"": ""8560610"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 4,
      ""product_article_code"": ""8580391"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 5,
      ""product_article_code"": ""8585501"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 6,
      ""product_article_code"": ""8585610"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 7,
      ""product_article_code"": ""8660180"",
      ""product_quantity"": 3
    },
    {
      ""product_position"": 8,
      ""product_article_code"": ""8678501"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 9,
      ""product_article_code"": ""B570150280"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 10,
      ""product_article_code"": ""X6561140"",
      ""product_quantity"": 2
    }
  ]
}
",Order_recJHwr39KljOIkQY.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/8GzaG0Dx28VjQf8rHH5aEg/hA7mQA0W1MQVtQneZvMESH1CrIFq7NiEhHTBkbfigQ-lzpoGcd5d3B9oNw_NK1iI63nVAEXszulA4TMpqcV1gjqanwD6xQjriP81e6PhNx5p5FPM9uK_j-PKmCVwKpxrOgKA_ROVun73IFlDGgT_Afy6BxI_DqoE_4ezEP-1iDM4gHWv_I0IfTUmogl2z0WW/6TCsKlR2zsEjjQiXeo-7DGmsZur2fMMx5yzEJx0EHOM),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""Steinbach Precision GmbH & Co. KG"",
    ""buyer_person_name"": ""Lukas Mertens"",
    ""buyer_email_address"": ""einkauf@steinbach-precision.de""
  },
  ""order"": {
    ""order_number"": ""241494"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Double Scalar-Str. 15b"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47186""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""STEI00312"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""STEI00360"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 3,
      ""product_article_code"": ""STEI00361"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 4,
      ""product_article_code"": ""STEI00330"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 5,
      ""product_article_code"": ""STEI00362"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 6,
      ""product_article_code"": ""STEI00363"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 7,
      ""product_article_code"": ""STEI00364"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 8,
      ""product_article_code"": ""STEI00336"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 9,
      ""product_article_code"": ""STEI00251"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 10,
      ""product_article_code"": ""STEI00365"",
      ""product_quantity"": 1
    }
  ]
}
",53,
Order_recQdBIMtJOivz7sD,"{
  ""buyer"": {
    ""buyer_company_name"": ""NovaWorks AG GmbH"",
    ""buyer_person_name"": ""Lukas Schneider"",
    ""buyer_email_address"": ""l.schneider@novaworks.eu""
  },
  ""order"": {
    ""order_number"": ""4000999189"",
    ""order_date"": ""07.03.2025"",
    ""delivery"": {
      ""delivery_address_street"": ""Handelsweg 9"",
      ""delivery_address_city"": ""Darmstadt"",
      ""delivery_address_postal_code"": ""64283""
    }
  },
  ""products"": [
    {
      ""product_position"": 10,
      ""product_article_code"": ""P8201300"",
      ""product_quantity"": 10
    }
  ]
}
",Order_recQdBIMtJOivz7sD.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/ndJ60b9a9kh0FkPj0eEudg/4ttHbJ8lz5H_2-HM0bxF-fEZ8lXUDvJWWqXNdBtrh1UGynyjY8roY0wZThuIPAkqZo27Rw2EzQvX0bBSY5b001m8Vi1TxFcZX-OSTTtG2oQT1plnHM1pTmKrlVhwF8loP2LmZM24UmYKiT6GBc2eb_KHVx1gmzrSaLyreQFiUilompZeJmP_umraKB9i5lkC/PIiGCTOnapTi9fccd5UUsKN-Q2P5DxOK020IaDTbtL0),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""NovaWorks AG GmbH"",
    ""buyer_person_name"": ""Lukas Schneider"",
    ""buyer_email_address"": ""l.schneider@novaworks.de""
  },
  ""order"": {
    ""order_number"": ""4000999189"",
    ""order_date"": ""07.03.2025"",
    ""delivery"": {
      ""delivery_address_street"": ""Handelsweg 9"",
      ""delivery_address_city"": ""Darmstadt"",
      ""delivery_address_postal_code"": ""64283""
    }
  },
  ""products"": [
    {
      ""product_position"": 10,
      ""product_article_code"": ""P8201300"",
      ""product_quantity"": 10
    }
  ]
}
",99,Success: High similarity score
Order_recekBHZwJlB51UEQ,"{
  ""buyer"": {
    ""buyer_company_name"": ""FerroLine GmbH"",
    ""buyer_person_name"": ""Martin Köhler"",
    ""buyer_email_address"": ""m.koehler@ferroline.de""
  },
  ""order"": {
    ""order_number"": ""4700632819"",
    ""order_date"": ""01.12.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Siemensallee 3"",
      ""delivery_address_city"": ""Karlsruhe"",
      ""delivery_address_postal_code"": ""76185""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""C15620140"",
      ""product_quantity"": 5
    }
  ]
}
",Order_recekBHZwJlB51UEQ.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/pCjxHJp5ft8NgJdkhjRzxw/Wo9bdcSOHC9bqlQUxlJLxlGS0hfWghK50bRLlSeE8BehMwqRtfSEebedCZcdk6Se1iDOv5Z4pSvuTUimOAPlitcFa4zEY-HbIr2QBn2uxqTdDNg6e3peMeEstLITGB-XfZ6aRGzSE0qQNTO5HItVrJoS7dPrFx9qprGqbOje7sBRymy-8Nf1EvSua66XZqwN/lMsxkw1lhnHwsHzUVX5bs5-5KF1EmMaWqlsjupgE3O8),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""OttA GmbH"",
    ""buyer_person_name"": ""Martin Kohler"",
    ""buyer_email_address"": ""m.koehler@ferroline.de""
  },
  ""order"": {
    ""order_number"": ""4700632819"",
    ""order_date"": ""01.12.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Schumacher Str. 19b"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47872""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""C15620140"",
      ""product_quantity"": 5
    }
  ]
}
",85,
Order_rec1nJMeDOHhOSMey,"{
  ""buyer"": {
    ""buyer_company_name"": ""Prima Labs GmbH"",
    ""buyer_person_name"": ""Jonas Weber"",
    ""buyer_email_address"": ""j.weber@primalabs.de""
  },
  ""order"": {
    ""order_number"": ""20240495"",
    ""order_date"": ""19.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Technologiepark 8"",
      ""delivery_address_city"": ""Freiburg"",
      ""delivery_address_postal_code"": ""79098""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""M5714080"",
      ""product_quantity"": 20
    }
  ]
}
",Order_rec1nJMeDOHhOSMey.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/Oee8z46bbv1pHV0rptmLMQ/hDph7lZw0ZmOdT3nITy3IDkOCfLt-rDL6u0L6_ch3wnTFRUK4mxIhQVVjFnLQOkUjvFbImrKOqAS7as1Bgc8JLEC7aYd_KOJRWm43Wm6OLOqDNtfJWk7KxDrNZmgzIyZoTqcEiO-Kl7NgNhzYhF0-_wKps0rc3UZza43QSTvztP2B6n3RZX6SLemiz_WIjj_/W7Cx0pHpY8eekZh0jPwc7clcOxAAtj5Hq0A67SBqVJA),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""Prima Labs GmbH"",
    ""buyer_person_name"": ""Jonas Weber"",
    ""buyer_email_address"": ""j.weber@primalabs.de""
  },
  ""order"": {
    ""order_number"": ""20240495"",
    ""order_date"": ""19.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Technologiepark 8"",
      ""delivery_address_city"": ""Freiburg"",
      ""delivery_address_postal_code"": ""79098""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""M5714080"",
      ""product_quantity"": 20
    }
  ]
}
",100,Success: High similarity score
Order_recwdac9eVzYdnGMO,"{
  ""buyer"": {
    ""buyer_company_name"": ""Nexa Solutions GmbH"",
    ""buyer_person_name"": ""Katharina Wolf"",
    ""buyer_email_address"": ""katharina.wolf@nexasolutions.de""
  },
  ""order"": {
    ""order_number"": ""1242709"",
    ""order_date"": ""18.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Mainstraße 22"",
      ""delivery_address_city"": ""Mainz"",
      ""delivery_address_postal_code"": ""55116""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""P8400100"",
      ""product_quantity"": 5
    }
  ]
}
",Order_recwdac9eVzYdnGMO.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/eH5SN7yzganwp55eDz5xMQ/qRuCd3VFu8AgB63mC05Iv1p1214BQYecGopMyCmdthQWn0ZruNJXT5aRZDaqsTUzUVzTRwUVfEFLk1mqrY-nQwqfyWunhuHYmfEhSVDfZ2QLYnLidwiOhf7C-9JLh25ItCKgHFK7utJN2aaUzAsWIPffTGlQXT0XSnUF1QEWTDpXDAUIjIxoHsS9Vanf6n2-/7gpLB37-yJx8PYeE4DTgw6icusEPAoYISgiVhvwBLR8),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""Nexa Solutions GmbH"",
    ""buyer_person_name"": ""Katharina Wolf"",
    ""buyer_email_address"": ""katharina.wolf@nexasolutions.de""
  },
  ""order"": {
    ""order_number"": ""1242709"",
    ""order_date"": ""18.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Jalfaterstrasse 18"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47861""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""P8400100"",
      ""product_quantity"": 5
    }
  ]
}
",95,Success: High similarity score
Order_recOE9INV5eS3mX3l,"{
  ""buyer"": {
    ""buyer_company_name"": ""Altura Dynamics GmbH"",
    ""buyer_person_name"": ""Tobias Meier"",
    ""buyer_email_address"": ""t.meier@alturadyn.de""
  },
  ""order"": {
    ""order_number"": ""463469"",
    ""order_date"": ""19.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Gutenbergstraße 4"",
      ""delivery_address_city"": ""Wiesbaden"",
      ""delivery_address_postal_code"": ""65183""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""ZFR0000077"",
      ""product_quantity"": 10
    }
  ]
}
",Order_recOE9INV5eS3mX3l.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/l2GQCVs7hpBO6y4JCoDbsg/ipMcXli7F1dpEZiIdsWGodrztl6baTZhHUR6o-BjO0tB7IlAQUW5pnD6-ngKcQlV4eKsSyZ9lkoYRaKXTQ1522ZIsujTDUUtfLN5n3wjIyGnXbnUYPnWEoBwDpTQryqOkN3kDIqFWER6fKjchQgQ1a5hSnObooihzAhuObbbH0ynyo4mkW7SQfFBO-Hf34MK/OjzWsnp2bVWO7XsI1mR4fvo2NMucJqrztySuijweBzA),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""Altura Dynamics GmbH"",
    ""buyer_person_name"": """",
    ""buyer_email_address"": """"
  },
  ""order"": {
    ""order_number"": ""463469"",
    ""order_date"": ""19.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""HastduStrasse 8"",
      ""delivery_address_city"": ""WILLO"",
      ""delivery_address_postal_code"": ""47976""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""ZFRO000077"",
      ""product_quantity"": 10
    }
  ]
}
",71,
